question,answer,category
セレクト、マルチセレクト、マルチセレクト（128項目）フィールドとは何ですか？,セレクトフィールドは択一の選択肢を、マルチセレクトとマルチセレクト（128項目）フィールドは複数の選択肢をDBに格納することができるフィールドです。目的に応じて、最適な選択肢のフィールドをご利用いただくことが可能です。セレクトフィールドセレクトフィールドは、択一の選択肢をDBに格納することができます。選択肢（ラベル）は80個まで設定することができます。入力フォームにおける表示形式として、「プルダウン」もしくは「ラジオボタン」を設定することができます。マルチセレクトフィールドマルチセレクトフィールドは、複数の選択肢をDBに格納することができます。選択肢（ラベル）は30個まで設定することができます。選択されたラベルIDはカンマ区切りでDBに格納されます。入力フォームにおける表示形式として、「チェックボックス」を設定することができます。マルチセレクト（128項目）フィールドセレクトフィールドは、複数の選択肢をDBに格納することができます。選択肢（ラベル）は128個まで設定することができます。選択された値を1、未選択の値を0として、選択肢の数に応じた桁で表示される値をDBに格納します。入力フォームにおける表示形式として、「チェックボックス」を設定することができます。その他、上記フィールドの詳細については、フィールドタイプリファレンスをご確認ください。,2
ファイル型フィールドとは何ですか？,ファイル型フィールドとは、DBにファイルデータを格納することができる特殊フィールドです。PDFファイルやOffice系ファイル（エクセル、ワード等）、画像ファイルなどあらゆるファイルを登録することができます。ファイル型フィールドでは、格納するファイルの種類について、拡張子によって制限することができます。※ 登録を許可する拡張子は、50種類まで設定可。※ 登録を許可する拡張子を全く設定しない場合（0種類）、拡張子の制限は無制限。（ファイル型フィールド作成画面 イメージ）また、登録されたファイルは、データ操作（DBオペレーション）にてダウンロードすることができます。検索結果一覧の画面ではファイル名をクリックすることで、1ファイルずつダウンロードすることができます。（検索結果一覧画面イメージ）画面下「検索結果全レコードの操作」内「検索結果全レコード ファイル一括ダウンロード」では、登録されている複数のファイルデータを一括でダウンロードすることができます。（検索結果全レコード ファイル一括ダウンロード画面イメージ）ファイル型フィールドの制限ファイル型フィールドには、標準提供において下記の制限があります。概要標準提供拡張可否同時ダウンロード1アカウントあたり格納されたファイルデータについて同時にダウンロードすることができるセッション数同時3セッションまで不可設定数1DBあたり設定可能なフィールド数5フィールドまで可1フィールド格納容量1フィールドあたりに格納可能なファイル容量10MiBまで可アカウント総容量1アカウントあたり格納可能なファイル容量10GiBまで可一括ダウンロード容量データ操作（DBオペレーション）より一括でダウンロードできるファイル容量25MiBまで可拡張可能な設定についてはオプションサービスとして提供しております。詳しくはこちらをご参照ください。最終更新日：2018/7/12,2
 高エラー配信強制中止機能とは,宛先不明アドレスを大量に含むリストへの配信が行われた場合、他のユーザー様にまで影響を及ぼすプロバイダからの受信ブロックを未然に防ぐため、 スパイラルが配信を強制的に中止する機能です。高エラー配信強制中止機能について宛先不明アドレスを大量に含むリストへの配信が行われた場合、SPIRALが配信を強制的に中止し、キャリアブロックによる制御を未然に防ぎます。その結果、クリーンなリストへの配信はキャリアブロックの影響を受けずに配信が行えます。機能詳細機能配信通数が一定規模以上のEXPRESS、EXPRESS2配信について、配信リストの一部をモニタリングし、配信エラー率を検査する。この配信エラー率が当社規定の閾値を超えた場合に、プロバイダからの受信制限を回避することを目的に配信を強制停止する。対象EXPRESS配信登録EXPRESS2※SEQUENCE配信登録、THANKS配信登録、TIMELY配信登録は本機能の対象外です。配信が強制中止された場合通知ご利用管理者様、CC1、CC2、担当者IDとして登録されているアドレス宛に配信が強制中止された旨通知されます。その他、任意に指定したアドレス宛に通知されます。（『高エラー配信強制中止通知』）。ステータス配信設定一覧において、当該配信のステータスは「高エラー配信強制中止」と表示されます。※スパイラルAPIのdeliver_express2/list/response/headerにて取得するステータスは、「6:高エラー配信強制中止」となります。配信ログ頭文字が『r』のファイルに強制中止が発動するまでに配信されたアドレスが記録されます。そのうち、エラーとなったアドレスは 頭文字が『e』のファイルに記録されます。同様に、 頭文字が『c』（クリックカウントログ）、『w』（HTML開封チェックログ）、『o』（オプトアウトログ）についてもそれぞれ該当する場合は記録されます。高エラー配信強制中止になった場合配信リストのクリーニングを実施後に、再度配信をお試しください。クリーニングや再送の方法については、下記の資料をご確認ください。STOPDBを利用し再送する方法／DBにフラグを立てた上で再送する方法エラー情報を取得していない場合に再送する方法（リスト分割方法）,4
スパイラルのバージョンを知りたい,操作画面右上の「サポート」よりスパイラルのバージョン情報を確認することができます。?「アップデート情報」をクリックするとアップデートサイトが表示され、バージョンの詳細情報を確認することができます。,6
フォームの確認ページを表示したまましばらく経ってから送信するとエラーになった,フォームの「セキュリティ」の設定にて、「不正経路からの登録防止」を「制限する」にしている場合、確認ページのセッション有効期間は「5分」です。「制限しない」場合、期限はありませんが、セキュリティを高めるため「制限する」設定をしていただくことを推奨しています。,3
フォームで「1195：現在登録を受け付けていません。」と出た,上記エラーは、フォームの「セキュリティ」設定内「連続投稿の禁止」を「禁止する」にしている場合に、同一IPアドレスから連続して投稿しようとした場合に発生するエラーです。??フォーム発行時は初期値で「禁止する（5秒）」に設定されています。「禁止する」のチェックを外すと、同一IPアドレスからの連続投稿が可能です。?※注意「連続投稿の禁止」を「禁止しない」にした場合、いたずらによる大量登録をされる可能性があります。また、サンキューメールや登録通知メールを設定している場合、特定のメールアドレスへ大量送信がされる可能性があります。テスト登録時や、同一IPアドレスからの登録が想定される場合（例：社内一斉アンケートフォームなど）を除いて、本機能については連続投稿を「禁止する」設定を選択していただくことを推奨いたします。,3
オプトイン記録保存サービスとはなんですか？,オプトイン記録保存サービスとは、メール配信の対象となるデータベースに対して、オプトインのログ（記録）をシステム上に保存するものです。保存はデータベース単位で適用されます。これはメールを送信する上で、送信者が受信者からメールの送信についての同意を取得し、そのオプトイン記録を管理することを前提とした機能です。?システム上に保管されるログの内容書込日時（自動付与）メールアドレス日時更新前のメールアドレス（更新があった場合のみ記載）?本サービスを利用するためには、別途フォームからお申し込みが必要です。詳しくはFAQ「オプトイン記録保存機能の設定方法が知りたい」 をご参照ください。?※ 注意点本機能適用後は適用を外すことはできません。また、設定後に生成された記録の削除、変更はできません。予めご了承ください。オプトイン記録保存機能のログはアカウントをご利用する限り、システム上で保管され続けます。機能が適用できる対象は、日時・メールアドレスの存在するデータベースとします。万が一、保存されている記録（ログ）が必要な場合は当社サポートデスクへお問い合わせください。オプトインのログで使用しているフィールドは削除しないようご注意ください。?関連FAQオプトイン記録保存機能の設定方法が知りたいオプトイン記録保存設定をしていれば、データを削除してもログは残りますかオプトイン記録保存機能の対象フィールドが知りたい,4
「配信エラーカウント」と「配信エラー」の違い,「配信エラーカウント」タイプと「配信エラー」タイプのフィールドは共に配信エラーの情報を記録するためのフィールドですが、取得できる情報が異なります。?配信エラーカウント最新の配信エラーコードと、それぞれ5番台（5.x.x）および4番台（4.x.x）の配信エラー数を格納します。（unknownは5番台としてカウントされます。）レコードの抽出条件として利用できます。?例）3:0:5.1.1?　配信時に「恒久的なエラーが○回以上を除外する」の設定を行っている場合は、恒久的エラーの発生回数を考慮し、　配信対象からエラーの発生しているメールアドレスを除外することができます。???配信エラー配信エラーコードを格納します。レコードの抽出条件として利用できます。?例）5.1.1?　配信時に「恒久的なエラーが○回以上を除外する」の設定を行っている場合は、エラー発生回数は考慮せず、　エラーコードが格納されていた場合に配信対象から除外します。??関連FAQ配信エラーカウントの見方が知りたいエラーコードの見方が知りたい,4
恒久的なエラーと一時的なエラー,配信をすると、ある程度の割合で相手に届かない不達メールが生じます。配信のエラーには以下2種類があり、エラーコードがそれぞれ異なります。?恒久的なエラーエラーコードが「5.X.X」のもので、次回以降届く見込みがないメールアドレスとして規定されています。送信を成功させるには、アドレスなどの変更が必要です。メールアドレスの変更や、登録時の打ち間違いが代表的なエラーの理由です。?一時的なエラーエラーコードが「4.X.X」のもので、メールそのものは有効ですが送信する過程で、メールが一時的に届かない状態を指します。再度送ることで、届く可能性があります。なおスパイラルでは、一時的なエラーに関しては24時間再送を試み、それでも届かなかった場合に、エラー１回とカウントします。?関連FAQ配信エラーカウントの見方が知りたいエラーコードの見方が知りたい,4
直近1年分のシステムの月間稼働率を知りたい,操作画面右上の「お知らせ」より、月間稼働率をご確認いただけます。?「お知らせ一覧」より、カテゴリで「SLA月次報告」を選択すると、過去の月間稼働率も確認できます。?また、毎月、アカウントに登録されたご担当者さま宛に月間稼働率をお知らせするメールを配信しておりますので、そちらも合わせてご確認ください。,6
名刺登録アプリを設定すると自動生成されるトランザクションDBのフィールドが知りたい,名刺登録アプリを新規作成すると、名刺情報の登録先として使用するトランザクションDBが自動的に作成されます。フィールド構成は以下のとおりです。?Noフィールド名差替えキーワードフィールドタイプ入力必須1TRDB_登録日時regist_date登録日時○2名刺IDcard_idテキストフィールド(128 bytes)○3納品タイプdelivery_type整数○4納品日時delivery_date登録日時-5エラーステータスerror_code数字・記号・アルファベット(32 bytes)-6言語フラグ名前f00XXXXXXX数字・記号・アルファベット(32 bytes)-7言語フラグ住所f00XXXXXXX数字・記号・アルファベット(32 bytes)-8利用企業IDf00XXXXXXX数字・記号・アルファベット(32 bytes)-9利用企業部署IDdivision_id数字・記号・アルファベット(32 bytes)-10利用企業ユーザIDuser_id数字・記号・アルファベット(32 bytes)-11送信IDsend_id数字・記号・アルファベット(32 bytes)-12公開フラグopen_flag整数-13手書きメモフラグf00XXXXXXX整数-14デジタル化モードdigitalize_mode整数-15片面名刺フラグf00XXXXXXX整数-16過去名刺フラグpast_card_flag整数-17リスト名list_nameテキストフィールド(128 bytes)-18スキャン送信日時scan_send_date登録日時-19名刺交換日f00XXXXXXX日付（○年○月○日）-20メモmemoテキストエリア(1024 bytes)-21コンピュータ名env_machine_nameテキストフィールド(128 bytes)-22ログオンユーザーenv_user_nameテキストフィールド(128 bytes)-23ローカルIPアドレスf00XXXXXXX数字・記号・アルファベット(32 bytes)-24グローバルIPアドレスf00XXXXXXX数字・記号・アルファベット(32 bytes)-25会社名company_nameテキストフィールド(128 bytes)-26会社名カナcompany_kanaテキストフィールド(128 bytes)-27支社支店branch_nameテキストフィールド(128 bytes)-28所属役職division_nameテキストフィールド(128 bytes)-29役職title_nameテキストフィールド(128 bytes)-30姓name_lastテキストフィールド(64 bytes)-31名name_firstテキストフィールド(64 bytes)-32姓カナname_last_kanaテキストフィールド(64 bytes)カナ-33名カナname_first_kanaテキストフィールド(64 bytes)カナ-34ラストネームname_last_enテキストフィールド(64 bytes)-35ミドルネームname_middle_enテキストフィールド(64 bytes)-36ファーストネームname_first_enテキストフィールド(64 bytes)-37メールアドレスemailメールアドレス（大・小文字区別）-38電話番号１tel1数字・記号・アルファベット(32 bytes)-39電話番号２tel2数字・記号・アルファベット(32 bytes)-40FAX番号１fax1数字・記号・アルファベット(32 bytes)-41FAX番号２fax2数字・記号・アルファベット(32 bytes)-42携帯電話番号mobile数字・記号・アルファベット(32 bytes)-43郵便番号zip_code郵便番号-44都道府県address_prefテキストフィールド(128 bytes)-45住所addressテキストフィールド(128 bytes)-46建物名address_bldテキストフィールド(128 bytes)-47英語住所address_engテキストフィールド(128 bytes)-48URL1web_url1テキストフィールド(128 bytes)-49URL2web_url2テキストフィールド(128 bytes)-50手書きメモfreehandmemoテキストフィールド(128 bytes)-51名刺画像front_image画像(100KiB)-?※差替えキーワード「f00XXXXXXX」は、トランザクションDBが生成されると同時にキーワードも発行されます。　発行後のキーワードについては該当のトランザクションDBの「フィールド値自動生成トリガ」設定画面でご確認いただけます。?関連FAQ名刺登録名刺登録の納品データが知りたい?,7
S/MIMEとは何ですか？,S/MIMEとはメール本文の完全性を電子署名によって証明する暗号技術です。電子証明書を用いることでメールの暗号化と電子署名を行い、メールの盗聴や送信者のなりすましを防止したり、メールの改ざんを検知したりすることができます。スパイラルから配信するメール(※)でS/MIME署名する場合は、差出人設定から署名に必要な電子証明書を登録します。電子証明書はあらかじめご用意いただく必要があります。※EXPRESS2、EXPRESS配信登録、シークエンス配信、サンクス配信、タイムリー配信で配信するメールを指します。差出人設定の詳しい設定方法はこちらを参照してください。登録通知メールのS/MIME設定方法はこちらを参照してください。S/MIME署名の設定登録済み差出人設定一覧で、証明書を追加したい差出人設定の「追加」をクリックします。[ファイルを選択]ボタンからご用意いただいている証明書ファイル(pkcs12形式)を追加し、証明書発行時に設定したパスワードを入力の上、[アップロード]ボタンをクリックします。証明書ファイルが追加されます。配信設定画面のメールヘッダ情報設定で証明書を追加した差出人を選択し、[▼適用]ボタンをクリックし、差出人を設定します。電子証明書を追加している差出人には「証」と記載されます。S/MIME署名で「署名する(全ての宛先)」もしくは「署名する(一部のドメインを除く)」を選択します。【「署名する(全ての宛先)」を選択した場合】【「署名する(一部のドメインを除く)」を選択した場合】携帯電話・PHSについては電子署名に対応した携帯電話会社・機種がないため、「署名する(一部のドメインを除く)」を選択すると、携帯電話・PHSドメイン宛てのメールには電子署名を付与せずに配信を行えます。詳しくは「署名しないドメインを表示」からご確認ください。,4
送信元認証とは何ですか？,送信元認証(※)とは、SPF、DKIM、DMARKによるメールの送信者を保証するための認証技術です。スパイラルでは、ユーザーが設定している差出人メールアドレスがDMARCレコードを宣言していた場合、DKIMやSPFの検証を実施し、DMARCレコードに記載のポリシーと配信設定内容を比較、DMARCの設定状態が適切かどうかを信号とメッセージでわかりやすく確認できるようになっています。※SPIRALで送信元認証とは送信ドメイン認証のことを指します。　送信ドメイン認証に関する詳細はこちらをご参照ください。?信号認証結果と配信設定の可否認証に成功し、配信を設定できます。※作成者署名の場合認証に成功し、配信を設定できます。但し、DKIM-ADSPで[unknown]が宣言されているため、送信時には注意が必要です。FromアドレスドメインのDNS管理者に確認してください。※第三者署名の場合認証に失敗している為、配信を設定できません。（認証失敗の理由）・公開鍵が正しく宣言されていません。・DKIM-ADSPで[all]または[discardable]が宣言され、作成者署名のみの送信ポリシーであるにも関わらず第三者署名のメールを送信しようとしています。FromアドレスドメインのDNS管理者に確認してください。　※　DKIM-ADSPの認証結果による受信可否は各受信プロバイダの設定となります。　※　信号が赤色の場合は、適切な設定がなされていないことが想定されます。　　　ドメインやDNSの管理者またはユーザーズデスクまでお問い合わせください。?,4
「技術的な理由により、アクセスが拒否されました。」というエラーページが出た場合、どうすればいいですか？,不正アクセス対策強化に伴い、スパイラルで設定したWebページやスパイラルAPIサーバへアクセスすると、下記のような挙動になることがあります。Webページの場合スパイラルで設定したフォームやマイエリア、一覧表・単票ページなどにアクセスした際、下記のエラーページ（エラー：コード9000　技術的な理由により、アクセスが拒否されました。サイト管理者にお問い合わせください。）が表示される場合があります。APIの場合スパイラルAPIリクエスト先のURLにアクセスをした際、以下のようなHTTPレスポンスが返ってくる場合があります。　　HTTPステータスコード：302　　Location：http://www.smp.ne.jp/error.html（レスポンスヘッダ情報例）HTTP/1.1 302 Security RedirectLocation: http://www.smp.ne.jp/error.htmlCache-Control: no-cachePragma: no-cacheExpires: 0Connection: closeこのとき、APIの応答コードはありません。ご連絡のお願い・確認事項上記エラーページが表示された場合、あるいはエンドユーザーよりご連絡を受けた場合は、大変お手数ですが以下情報をご確認のうえ、ユーザーズデスクよりご連絡をお願いいたします。アクセスしたページのURL　例）Webページの場合　　https://reg**.smp.ne.jp/regist/is?SMPFORM=****************　　https://area**:.smp.ne.jp/area/***************** など　例）APIの場合　　reg**.smp.ne.jp など（APIリクエスト先URL）本現象が発生した時間帯　例）6月15日 14:30頃※ 当社にて調査させていただく際に必要な情報となります。　 恐れ入りますが、ご連絡時には上記二点をユーザーズデスクの伝言欄に記載いただく、あるいは当社担当者へ直接お伝えください。,3
初めてログインする場合 / パスワードをお忘れの場合,初回ログイン時やログインパスワードをお忘れの場合、以下の手続きでパスワードを再登録することができます。※パスワード再登録機能をご利用いただく際は、担当者IDが必須となります。パスワード再登録の開始パスワード再登録の申請パスワード再登録受付の確認パスワードの再登録パスワード再登録の完了パスワード再登録の手続き１．パスワード再登録の開始ログイン画面の［ログイン］ボタンの下部にある「パスワードをお忘れの場合」をクリックします。２．パスワード再登録の申請入力欄に「アカウントID」と「担当者ID」を入力し、［送信］ボタンをクリックします。※アカウント、担当者IDをお忘れの場合は、ログイン画面「IDをお忘れの場合」に記載のサポートデスクまでお問い合わせください。３．パスワード再登録受付の確認パスワード再登録の受付を確認します。担当者IDに登録されているメールアドレス宛に、パスワードの再登録ページURLを記載したメールが送信されます。 下記の差出人、件名のメールが受信されているかを確認します。差出人spiral@smp.ne.jp件名[SPIRALご担当：◯◯様]パスワード再登録の手続きについてパスワード再登録画面に表示される「登録キー」はその後のパスワード再登録に必要な情報です。必ずお手元にお控えください。※登録キーの有効期限は15分ですのでご注意ください。※もしメールが届かない場合は、サポートデスクまでお問い合わせください４．パスワードの再登録パスワードの再登録を行います。３．のお手続きで受信したメールに記載された「パスワード再登録ページURL」をクリックすると、次の画面に遷移します。担当者IDをご確認のうえ、下記の情報を正しく入力して［再登録］ボタンをクリックします。「登録キー」「新しいパスワード」「新しいパスワード（確認）」５．パスワード再登録の完了パスワードの再登録が完了すると以下の画面に遷移します。記載されたログインページURLから新しいパスワードでログインいただくことができます。最終更新日：2018/7/12,6
フィールドが削除できない,DBからフィールドを削除しようとした場合、該当のフィールドが何らかの設定で使用されている場合などにおいて設定の変更をしないと削除できない場合があります。?以下、画面上に表示される「削除できない理由」とそれに応じた対処方法です。?削除できない理由ＤＢグループ の ＤＢメンテンスまたはメールエラー処理で、フィールド値自動生成トリガを使用しているため、削除することができません。設定名称 ： （例1）a_bi_XXXXXXXXX_autoval_dXXXXXXXXX_fXXXXXXXXX設定名称 ： （例2）mmt_XXXXXXXXXd_fefad_fefdXXXXXXXXX原因（例1）フィールド値自動生成トリガの設定をしているため。（例2）配信エラートリガ設定で使用しているため。対処方法設定を解除する。?削除できない理由ＤＢグループ の クリックカウント設定 機能で使用されています。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： （例1）クリックカウント：XXXXXXXXX設定名称 ： （例2）HTML開封チェック：XXXXXXXXX原因（例1）クリックカウント設定内「拡張設定」にていずれかの設定で使用されているため。（例2）HTML開封チェック設定内「拡張設定」にていずれかの設定で使用されているため。対処方法設定を解除する。あるいは設定自体を削除する。?削除できない理由ＤＢ連携に使用されているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因DB連携にてマスタキーあるいは参照キーとして使用しているため。対処方法DB連携の設定を削除する。（キーの変更はできないため、設定自体を削除する必要があります）?削除できない理由トランザクションDBのアクション機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因アクション設定のフィールドマッピングでマッピングしているため。対処方法マッピング設定を解除する。?削除できない理由ＤＢグループ の トリガ機能 で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因該当のフィールドが参照DBの参照フィールドとして設定されているため。対処方法ルックアップトリガを設定しているDBのトリガ設定で参照フィールドの設定を解除する。?削除できない理由ＤＢグループ の PDF帳票機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因使用するフィールドとして設定しているため。対処方法PDF帳票＞「フィールド」タブ＞「使用するフィールド」の設定を解除する。?削除できない理由Ｗｅｂグループ の 登録フォーム 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因「使用フィールド」にて、・特殊入力：登録者IPアドレス自動取得・特殊入力：登録日時自動取得・特殊入力：登録者ユーザーエージェント自動取得いずれかを選択しているため。対処方法「使用しない」に変更する。?削除できない理由Ｗｅｂグループ の 登録フォーム(共通チェック) 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因「共通チェック」にて、・2フィールドにまたがる重複・フィールド間入力必須いずれかで選択しているため。対処方法使用しないよう設定を変更する。?削除できない理由Ｗｅｂグループ の 一覧表 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： （例1）XXXXXXXXX(検索フォーム)設定名称 ： （例2）XXXXXXXXX(一覧表)原因（例1）一覧表の検索フォームで使用しているため。（例2）一覧表の表示フィールドとして使用しているため。対処方法使用しないよう設定を変更する。?削除できない理由Ｗｅｂグループ の マイエリア 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因マイエリアの「基本設定」にて・会員識別キー・パスワード・再登録時の認証キーいずれかで選択しているため。対処方法使用しないよう設定を変更する。?削除できない理由Ｗｅｂグループ の 集計表・グラフ 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因軸フィールドとして設定しているため。対処方法集計表・グラフの設定を削除する。（軸フィールドの変更はできないため、設定自体を削除する必要があります）?削除できない理由Ｗｅｂグループ の ステップアンケート 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因回答日時フィールドとして指定している、もしくは「回答DBを構成するフィールド」に含めているため。対処方法回答日時フィールドとして指定している場合は解除する。回答DBに含めている場合はステップアンケート設定を削除する。（回答DBのフィールド構成は変更ができないため、設定自体を削除する必要があります）?削除できない理由Ｗｅｂグループ の [iPhoneアプリ]DBオペレーター で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因何らかの設定で使用されているため。対処方法使用しないよう設定を変更する。?削除できない理由メールグループ の リスト作成 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因リストの設定にて・受取人メールアドレスフィールド・受取人名フィールド・オプトアウトフィールド・配信エラーフィールドいずれかで選択しているため。対処方法使用しないよう設定を変更する。?削除できない理由メールグループ の Express2 機能で使用しているため、削除することができません。(※ 配信完了のステータスである配信設定も削除する必要があります)設定名称 ： XXXXXXXXX原因EXPRESS2の配信設定にて・受取人メールアドレスフィールド・受取人名フィールド・オプトアウトフィールド・配信エラーフィールドいずれかで選択しているため。対処方法配信前の設定については、該当のフィールドを使用しないよう設定を変更する。配信済みの設定については、配信設定自体を削除する。?削除できない理由文書グループ の 組換えメッセージ 機能で使用しているため、削除することができません。　　　　　　　　　　　　　　　　　　　　　　　設定名称 ： XXXXXXXXX原因組換えメッセージの条件として使用しているため。対処方法条件を解除する。解除できない場合はメッセージ設定自体を削除する必要があります。?参考以下は、該当の設定がされていてもその設定の解除等必要なく、DBからフィールド削除できる例です。フィールド削除後は、該当の設定の動作検証をしていただくことをお勧めいたします。フォームの通知メール設定で使用している場合。フォームの「使用フィールド」にて　　・入力項目として使用する　　・hidden：固定値　　・使用しない　いずれかの設定をしている場合。?また、以下は上記同様、フィールド削除は可能ですが、該当の設定をしている場合でもその旨のアラートが表示されません。予め、以下の設定で使用されているフィールドでないか確認をしてから、削除していただくことをお勧めいたします。名刺登録の所有者管理DBのフィールド設定で使用している場合。クリックカウント設定内「クリック情報自動反映」にて反映先TRDBのフィールドで設定している場合。Passbook内で設定されている場合。トランザクションDBのアクション設定で更新キー・認証キーに指定している場合。?関連FAQ稼働中のフォームのフィールド（質問項目）を削除したい,2
配信エラーログのサブジェクトに設定していない記号がついているがなぜですか？,通常、個人のメーラーから配信した際、そのメールがエラーになると、受信サーバからエラーメールが返ってきます。スパイラルのメール配信で取得できるエラーログは、このようなエラーメール内に記載されているエラーコードや件名などを抽出して生成します。そのため、受信サーバがエラーメールを返す際、サブジェクトに記号をつけるとエラーログにも配信時に設定していない記号が残ります。例）EXPRESS2で一斉配信を行っているが、配信後にエラーログを確認してみると、　　サブジェクトの先頭に設定していない記号がついているログがあった。設定したサブジェクト：メールマガジンvol.1エラーログに記載されたサブジェクト：[！]メールマガジンvol.1,4
「同一バージョンのインポート途中の設定があるため、インポートに失敗しました。」と出てアプリがインポートできない,アプリセンターからアプリをインポートする際、「同一バージョンのインポート途中の設定があるため、インポートに失敗しました。」というエラーメッセージが表示されることがあります。これは、同一バージョンのアプリをインポートする途中で画面を閉じたり、キャンセルの処理をしないままにしたりなど、インポートが完了していない設定がある場合に表示されます。インポート途中の設定は、アプリのトップ画面にある「＋」マークをクリックして確認することができます。↓「途中から作成」にて、「操作」にある再開マーク（右矢印のボタン）をクリックすると、インポート途中の処理を再開することができます。マイナスマーク（「－」ボタン）をクリックすると、インポート途中の処理を削除（キャンセル）することができます。いずれかの操作を行い、同一バージョンのアプリのインポート処理を完了、あるいは削除することで新たなインポート処理が可能になります。,1
TLS1.0 暗号化通信無効化における影響が知りたい,スパイラルでは2018年1月29日、TLS1.0 暗号化通信を無効化いたしました。これによりTLS1.1 以上の 暗号化通信に対応していない端末からのアクセスはできませんのでご注意ください。影響機能(1) スパイラルの操作画面　　古いOSやWebブラウザ（Internet Explorer7 以下等）を使用している場合、スパイラルの操作画面へアクセスするとエラーとなります。(2) スパイラルで生成されたWeb機能（フォーム、一覧表など）　　古いOSやWebブラウザ（Internet Explorer7 以下等）、またフィーチャーフォン端末やAndroid OS 4.0.x 以下のスマートフォン等を　　使用している場合、スパイラルで生成したフォームや一覧表などのWebページへアクセスするとエラーとなります。(3) 外部サーバに設置したプログラムからAPIでスパイラルへアクセスする場合　　APIを使用したプログラムを外部サーバに設置のうえ運用している場合、当該プログラムから TLS1.0 以下の形式にて　　スパイラルに接続しようとすると、接続エラーとなりアクセスできません。　　（例：プログラムを Java6 以下で記述した場合 等）(4) オプション機能「名刺登録」のアプリケーション　　2017年9月以前にインストールした名刺登録アプリは、接続エラーとなりアプリケーション画面を開くことができません。　　こちらについては、TLS1.1 以上での暗号化通信が可能なアプリケーションを公開しております。ダウンロード：名刺登録用アプリケーション　　（クリックすると、アプリケーションが含まれたZIPファイルがダウンロードされます。）　　上記よりダウンロード、および再インストールをお願いいたします。インストール手順についてはこちらをご参考ください。影響のある端末以下のような、TLS1.1 以上の 暗号化通信について非対応である端末からのアクセスはできなくなります。モバイル端末　docomo／iモード対応ブラウザ、au／Ezweb対応ブラウザ、Softbank／3Gケータイ対応ブラウザなど、　多くのフィーチャーフォンでは非対応となっています。　またスマートフォンでもAndroid OS 4.0.x 以下など、古いバージョンについては非対応となっています。パソコン端末　ブラウザ Internet Explorer7 など、古いバージョンについては非対応となっています。　なお、 Internet Explorer9、10など ブラウザの種類によっては既定の設定としてTLS1.1以上での通信が無効となっているものがあります。　この場合はブラウザの設定を変更することで有効にすることが可能です。（Internet Explorer9、10の場合）ブラウザ上の「ツール」にある「インターネットオプション」を開きます。「詳細設定」タブへ進み、セキュリティの項目にある「TLS1.1の使用」と「TLS1.2の使用」にチェックを入れ、「OK」ボタンをクリックし保存することでTLS1.1以上の通信が可能になります。詳細は各キャリア会社、開発元各社へお問合せください。（参考）TLSとはインターネットにおける通信を暗号化し、第三者による通信内容の盗聴、改ざんなどを防ぐ技術です。SSLの仕組みとほぼ同じで、SSL3.0 の次のバージョンからTLS1.0 と呼ばれるようになっています。2018年現在、最新バージョンは「TLS1.2」となり、古いバージョンでの通信は脆弱性の観点から非推奨とする動きが高まっています。最終更新日：2018/1/29,3
PHPで外部サーバへ接続する際、外部サーバ側で接続元IPアドレスを制限したい,Web機能などからPHPで外部サーバへ接続する場合、接続元はPHPサーバです。PHPサーバのIPアドレスが必要な場合は、開示いたしますので、弊社担当までお問い合わせください。例）スパイラルのフォームのサンキューページにて、取得したパラメータ情報をPHPで当社のAPIサーバへ送信し、　　当社基幹システムへの登録を行っています。　　当社APIサーバ側で接続元IPアドレスを制限したいです。,5
